          Origin time           Lat      Lon     Dp  Mag
1998 (017) 01 17 10 39 06.5   45.855   152.326   72  5.8 1998017103906
1998 (038) 02 07 01 18 59.5   24.821   141.746  525  5.9 1998038011859
1998 (042) 02 11 13 14 46.2   10.331   124.990   56  5.5 1998042131446
1998 (047) 02 16 23 53 19.7   52.718   -33.677   10  6.1 1998047235319
1998 (050) 02 19 14 14 51.1   -4.476   129.082   33  6.1 1998050141451
1998 (067) 03 08 00 35 42.1   20.585   122.142  157  5.5 1998067003542
1998 (075) 03 16 16 41 40.6   49.437   156.007   60  5.7 1998075164140
1998 (080) 03 21 16 33 11.0   79.888     1.856   10  5.9 1998080163311
1998 (081) 03 22 01 08 57.4  -11.430    66.245   10  5.4 1998081010857
1998 (093) 04 03 15 22 48.8  -25.627    69.689   10  5.0 1998093152248
1998 (099) 04 09 23 26 52.6  -12.245    67.846   10  5.5 1998099232652
1998 (102) 04 12 10 55 32.5   46.245    13.652   10  5.3 1998102105532
1998 (117) 04 27 23 51 35.7   -6.082   113.097  590  5.5 1998117235135
1998 (123) 05 03 23 30 21.9   22.306   125.308   33  6.4 1998123233021
1998 (133) 05 13 23 02 05.6   -5.147   151.714   61  6.0 1998133230205
1998 (134) 05 14 18 56 23.4   40.254   143.253   33  5.8 1998134185623
1998 (135) 05 15 05 58 06.0   14.178   144.880  154  5.7 1998135055806
1998 (141) 05 21 05 34 25.5    0.207   119.584   33  6.2 1998141053425
1998 (141) 05 21 22 31 22.9  -43.400    41.387   10  5.4 1998141223122
1998 (143) 05 23 17 44 47.7    8.137   123.726  657  5.9 1998143174447
1998 (144) 05 24 02 32 53.5   -6.513   104.906   52  5.2 1998144023253
1998 (147) 05 27 15 27 16.1   -5.845   149.704   33  5.4 1998147152716
1998 (150) 05 30 18 18 15.5   39.027   143.441   33  5.7 1998150181815
1998 (152) 06 01 05 34 03.5   52.889   160.067   43  6.2 1998152053403
1998 (163) 06 12 21 53 00.0   -5.724   147.889  139  5.7 1998163215300
1998 (178) 06 27 13 55 52.0   36.878    35.307   33  5.8 1998178135552
1998 (190) 07 09 14 19 18.4   38.717    48.507   26  5.9 1998190141918
1998 (195) 07 14 22 27 45.1   -4.252   102.191   33  5.0 1998195222745
1998 (198) 07 17 04 51 14.7   23.407   120.736   12  5.5 1998198045114
1998 (198) 07 17 08 49 13.2   -2.961   141.926   10  5.8 1998198084913
1998 (198) 07 17 09 10 02.1   -2.892   142.355   10  5.9 1998198091002
1998 (198) 07 17 22 03 52.3   -4.687   103.065   50  5.8 1998198220352
1998 (205) 07 24 18 44 04.4   21.254   122.019   33  5.6 1998205184404
1998 (210) 07 29 18 00 29.9   -2.693   138.901   33  5.9 1998210180029
1998 (232) 08 20 06 40 55.8   28.932   139.329  440  6.1 1998232064055
1998 (232) 08 20 15 00 08.0   51.618   175.248   33  5.6 1998232150008
1998 (235) 08 23 05 36 12.9   14.697   120.046   70  6.1 1998235053612
1998 (236) 08 24 04 56 16.4   -4.449   102.597   34  5.2 1998236045616
1998 (240) 08 28 12 40 58.7   -0.154   125.018   66  6.2 1998240124058
1998 (242) 08 30 01 48 08.7   17.092   148.133   33  6.0 1998242014808
1998 (245) 09 02 08 37 29.9    5.410   126.764   50  6.6 1998245083729
1998 (246) 09 03 07 58 21.1   39.716   140.760   38  5.7 1998246075821
1998 (248) 09 05 05 16 17.1   -6.646   155.209   37  5.5 1998248051617
1998 (251) 09 08 09 10 03.0   13.257   144.007  141  5.8 1998251091003
1998 (257) 09 14 23 16 46.8   51.618  -173.150   33  5.7 1998257231646
1998 (263) 09 20 21 21 55.1   -7.770   106.951   67  5.5 1998263212155
1998 (264) 09 21 06 52 41.1    0.262   122.467  147  6.1 1998264065241
1998 (265) 09 22 01 16 55.4   11.822   143.154    9  5.8 1998265011655
1998 (267) 09 24 18 53 40.1   46.313   106.288   33  5.5 1998267185340
1998 (271) 09 28 13 34 30.4   -8.194   112.413  151  6.4 1998271133430
1998 (271) 09 28 19 23 23.2    3.840   126.407   30  5.8 1998271192323
1998 (276) 10 03 11 15 42.6   28.505   127.615  226  5.6 1998276111542
1998 (283) 10 10 16 32 19.4   -0.403   119.840   33  5.7 1998283163219
1998 (287) 10 14 02 54 04.4   -5.915   151.036   33  5.5 1998287025404
1998 (290) 10 17 11 04 04.7   -6.382   106.872  147  5.1 1998290110404
1998 (294) 10 21 02 28 56.2   -6.324   103.783   40  5.1 1998294022856
1998 (300) 10 27 11 33 37.3   33.489   141.398   33  5.3 1998300113337
1998 (300) 10 27 21 16 21.0    2.921   128.623   60  5.9 1998300211621
1998 (301) 10 28 16 25 03.8    0.839   125.966   33  6.2 1998301162503
1998 (304) 10 31 11 19 06.2   -6.221    98.798   33  5.3 1998304111906
1998 (312) 11 08 07 25 48.5   -9.135   121.421   33  6.0 1998312072548
1998 (313) 11 09 05 30 14.4   -6.954   129.022   33  6.1 1998313053014
1998 (313) 11 09 05 38 44.2   -6.920   128.946   33  6.4 1998313053844
1998 (322) 11 18 15 48 40.8   -3.315   130.766   33  5.3 1998322154840
1998 (323) 11 19 12 03 47.4    5.167   126.143   88  5.5 1998323120347
1998 (323) 11 19 15 39 19.1   22.605   125.783   10  5.8 1998323153919
1998 (329) 11 25 18 05 25.6   -7.859   158.622   47  5.9 1998329180525
1998 (333) 11 29 14 10 31.9   -2.071   124.891   33  6.5 1998333141031
1998 (333) 11 29 17 32 32.5   -1.909   124.708   33  5.7 1998333173232
1998 (333) 11 29 22 17 58.5   -6.175   105.401   33  5.0 1998333221758
1998 (340) 12 06 00 47 13.4    1.253   126.198   33  6.3 1998340004713
1998 (346) 12 12 21 39 30.6   -4.476   103.034   79  5.2 1998346213930
1998 (350) 12 16 00 18 45.0   31.287   131.286   41  5.5 1998350001845
1998 (350) 12 16 17 45 05.4    1.120   126.175   33  5.9 1998350174505
1998 (354) 12 20 10 02 04.1   -4.765   101.965   33  5.3 1998354100204
1998 (360) 12 26 15 39 07.7   -1.364   123.644   33  5.4 1998360153907
1999 (009) 01 09 03 05 37.5   44.390   147.313  119  5.8 1999009030537
1999 (012) 01 12 02 32 25.5   26.741   140.170  440  5.9 1999012023225
1999 (012) 01 12 08 49 20.7   -5.421   151.681   42  5.5 1999012084920
1999 (019) 01 19 03 35 33.8   -4.596   153.235  114  5.8 1999019033533
1999 (024) 01 24 00 37 04.6   30.618   131.086   33  6.1 1999024003704
1999 (024) 01 24 08 00 08.5  -26.463    74.476   10  6.0 1999024080008
1999 (026) 01 26 15 53 26.9   -8.239   108.724   96  5.0 1999026155326
1999 (028) 01 28 08 10 05.4   52.886  -169.123   67  6.3 1999028081005
1999 (031) 01 31 05 07 13.6   43.157    46.841   33  5.3 1999031050713
1999 (034) 02 03 06 35 56.6   -6.190   104.222   33  5.6 1999034063556
1999 (035) 02 04 02 35 36.1   -8.612   149.279   98  5.7 1999035023536
1999 (037) 02 06 17 45 24.4   19.200   121.265   33  5.4 1999037174524
1999 (039) 02 08 16 22 54.3   -7.908   147.734   70  5.7 1999039162254
1999 (044) 02 13 14 45 12.7   -3.558   144.830   10  5.6 1999044144512
1999 (052) 02 21 18 14 37.8   43.214    46.825   65  5.1 1999052181437
1999 (053) 02 22 13 49 00.8   24.115   122.646   42  5.4 1999053134900
1999 (054) 02 23 07 27 56.4    0.200   119.541   33  5.6 1999054072756
1999 (056) 02 25 18 58 29.3   51.604   104.864   10  5.9 1999056185829
1999 (056) 02 25 19 11 07.0   51.635   104.744   10  5.1 1999056191107
1999 (063) 03 04 08 52 01.8    5.397   121.937   33  6.4 1999063085201
1999 (066) 03 07 01 32 27.0   -5.812   107.558  325  5.0 1999066013227
1999 (067) 03 08 12 25 48.9   52.056   159.520   56  5.7 1999067122548
1999 (070) 03 11 13 18 09.3   41.131   114.658   33  5.1 1999070131809
1999 (075) 03 16 03 32 16.2    2.683   125.674  114  5.6 1999075033216
1999 (079) 03 20 10 47 45.9   51.587  -177.668   33  6.3 1999079104745
1999 (080) 03 21 16 16 02.2   55.896   110.214   10  5.5 1999080161602
1999 (080) 03 21 16 17 03.6   55.942   110.272   10  5.5 1999080161703
1999 (091) 04 01 21 36 21.1   -4.357   152.707   33  5.6 1999091213621
1999 (095) 04 05 11 08 04.0   -5.591   149.568  150  6.2 1999095110804
1999 (096) 04 06 08 22 14.2   -6.527   147.007   33  5.8 1999096082214
1999 (098) 04 08 13 10 34.0   43.607   130.350  565  6.4 1999098131034
1999 (101) 04 11 16 50 39.1   -6.000   148.495   58  5.6 1999101165039
1999 (114) 04 24 15 42 02.1   -4.135   102.369   65  5.1 1999114154202
1999 (119) 04 29 07 46 08.6   28.867   131.148   33  5.8 1999119074608
1999 (130) 05 10 20 33 02.0   -5.159   150.880  138  6.5 1999130203302
1999 (132) 05 12 17 59 22.3   43.032   143.835  102  5.9 1999132175922
1999 (135) 05 15 10 05 28.5   -4.081   102.662   94  5.2 1999135100528
1999 (136) 05 16 00 51 20.4   -4.751   152.486   73  6.0 1999136005120
1999 (136) 05 16 15 25 53.8   -2.642   138.217   59  6.1 1999136152553
1999 (137) 05 17 10 07 56.4   -5.165   152.877   27  5.5 1999137100756
1999 (138) 05 18 06 16 10.4   -5.030   152.764   33  5.3 1999138061610
1999 (138) 05 18 19 52 59.9    5.625   123.855   33  5.8 1999138195259
1999 (146) 05 26 00 37 53.5   -6.319   106.461  135  5.0 1999146003753
1999 (153) 06 02 00 23 19.4    0.053   123.484  161  5.8 1999153002319
1999 (155) 06 04 09 12 50.0   40.802    47.448   33  5.4 1999155091250
1999 (161) 06 10 01 06 41.8   -6.582   106.143  109  5.2 1999161010641
1999 (169) 06 18 10 55 25.7    5.514   126.639   33  6.1 1999169105525
1999 (181) 06 30 06 02 54.6    4.848   127.478   86  5.7 1999181060254
1999 (184) 07 03 05 30 10.0   26.323   140.482  430  6.0 1999184053010
1999 (190) 07 09 05 04 42.6   -6.514   154.944   29  5.8 1999190050442
1999 (194) 07 13 15 52 46.6   -7.094   107.088   33  5.1 1999194155246
1999 (207) 07 26 01 33 20.1   -5.151   151.942   69  5.8 1999207013320
1999 (221) 08 09 23 00 02.1   -6.235   104.124   61  5.0 1999221230002
1999 (224) 08 12 05 44 59.5   -1.716   122.456   33  5.8 1999224054459
1999 (226) 08 14 00 16 52.2   -5.885   104.711  101  6.0 1999226001652
1999 (229) 08 17 00 01 39.1   40.748    29.864   17  6.3 1999229000139
1999 (231) 08 19 19 07 50.8  -20.268    67.736   10  5.0 1999231190750
1999 (238) 08 26 01 24 42.6   10.376   126.006   62  5.6 1999238012442
1999 (238) 08 26 07 39 28.9   -3.522   145.657   33  5.6 1999238073928
1999 (248) 09 05 20 57 48.5   -8.952   106.608   33  5.1 1999248205748
1999 (250) 09 07 11 56 49.3   38.119    23.605   10  5.6 1999250115649
1999 (256) 09 13 11 55 28.1   40.709    30.045   13  5.8 1999256115528
1999 (261) 09 18 12 52 35.2   -4.028   103.321   33  5.1 1999261125235
1999 (263) 09 20 17 47 18.4   23.772   120.982   33  6.5 1999263174718
1999 (263) 09 20 17 57 16.0   23.785   121.202   33  6.1 1999263175716
1999 (263) 09 20 18 03 44.2   23.570   121.299   33  6.3 1999263180344
1999 (263) 09 20 18 11 53.6   23.746   121.189   33  6.1 1999263181153
1999 (263) 09 20 18 16 18.5   23.756   121.246   33  6.2 1999263181618
1999 (263) 09 20 19 40 36.4   23.408   120.768   33  5.0 1999263194036
1999 (263) 09 20 21 46 42.8   23.390   120.964   33  5.8 1999263214642
1999 (265) 09 22 00 14 39.1   23.729   121.167   26  6.2 1999265001439
1999 (265) 09 22 00 49 42.7   23.642   121.136   33  5.9 1999265004942
1999 (268) 09 25 23 52 48.6   23.738   121.158   17  6.2 1999268235248
1999 (270) 09 27 11 58 06.9   -4.742   103.083   68  5.1 1999270115806
1999 (271) 09 28 05 00 42.9   54.590   168.263   33  5.4 1999271050042
1999 (272) 09 29 04 42 51.8    1.959   125.047  141  5.5 1999272044251
1999 (283) 10 10 07 03 04.8   -1.990   134.279   33  5.8 1999283070304
1999 (295) 10 22 02 18 58.5   23.445   120.506   33  5.7 1999295021858
1999 (295) 10 22 03 10 19.0   23.433   120.508   33  5.2 1999295031019
1999 (296) 10 23 02 12 05.0   -4.808   153.414   83  5.7 1999296021205
1999 (297) 10 24 04 21 41.1   44.612   149.440   33  6.0 1999297042141
1999 (305) 11 01 13 25 16.5   39.899   113.983   10  5.1 1999305132516
1999 (305) 11 01 17 53 00.1   23.378   121.520   33  6.1 1999305175300
1999 (315) 11 11 02 41 05.0   49.315   155.633   33  5.8 1999315024105
1999 (315) 11 11 14 41 25.6   40.744    30.266   22  5.5 1999315144125
1999 (316) 11 12 12 48 19.8   -7.709   108.043   80  5.0 1999316124819
1999 (316) 11 12 16 57 19.5   40.758    31.161   10  6.3 1999316165719
1999 (316) 11 12 17 17 56.7   40.785    31.120   10  5.5 1999316171756
1999 (321) 11 17 03 27 42.0   -5.978   148.820   47  5.9 1999321032742
1999 (321) 11 17 11 36 34.9   -6.004   148.803   45  5.7 1999321113634
1999 (322) 11 18 14 27 42.8    0.523   126.066   33  5.9 1999322142742
1999 (323) 11 19 11 21 28.4   -6.429   148.533   33  5.2 1999323112128
1999 (323) 11 19 13 56 46.4   -6.351   148.763   33  5.9 1999323135646
1999 (330) 11 26 00 29 00.2   55.133   165.364   33  5.6 1999330002900
1999 (331) 11 27 22 41 11.2   -4.692   153.016   89  5.8 1999331224111
1999 (337) 12 03 17 06 54.7   40.358    42.346   19  5.3 1999337170654
1999 (339) 12 05 22 00 34.0   29.920   138.689  448  5.7 1999339220034
1999 (342) 12 08 10 32 09.0   -4.986   103.352   33  5.0 1999342103209
1999 (342) 12 08 13 34 44.6   -9.843   159.965   33  5.5 1999342133444
1999 (343) 12 09 10 18 17.1   -6.028   148.144   58  5.7 1999343101817
1999 (345) 12 11 18 03 36.4   15.766   119.740   33  6.5 1999345180336
1999 (347) 12 13 09 30 39.6    2.077   127.115   84  5.8 1999347093039
1999 (347) 12 13 22 40 13.9   -0.138   125.119   66  5.5 1999347224013
1999 (349) 12 15 04 41 12.3   -5.786   150.974   33  5.6 1999349044112
1999 (350) 12 16 14 17 54.7  -50.149   138.989   10  5.4 1999350141754
1999 (351) 12 17 00 27 28.8  -50.260   139.423   10  5.4 1999351002728
1999 (352) 12 18 17 44 55.1   -2.425   139.675   16  6.0 1999352174455
1999 (353) 12 19 03 38 32.2   -3.986   131.331   33  5.7 1999353033832
1999 (355) 12 21 14 14 57.6   -6.845   105.555   56  6.2 1999355141457
1999 (356) 12 22 21 42 20.5   16.531   119.141   33  5.1 1999356214220
1999 (358) 12 24 22 53 55.8   16.568   119.016   33  5.1 1999358225355
1999 (359) 12 25 22 41 37.4   17.709   120.189   46  5.5 1999359224137
2000 (005) 01 05 18 26 07.5   -9.195   109.592   33  5.5 2000005182607
2000 (006) 01 06 21 31 06.2   16.094   119.484   33  5.8 2000006213106
2000 (008) 01 08 01 19 46.6   -9.805   159.811   33  5.8 2000008011946
2000 (008) 01 08 03 44 54.3   -6.746   105.646   61  5.5 2000008034454
2000 (023) 01 23 08 03 01.2   -7.973   120.646   46  5.7 2000023080301
2000 (028) 01 28 14 21 07.3   43.046   146.837   61  6.7 2000028142107
2000 (028) 01 28 16 39 24.2   26.076   124.496  193  6.1 2000028163924
2000 (037) 02 06 11 33 52.2   -5.844   150.876   33  6.6 2000037113352
2000 (041) 02 10 04 03 35.3    0.931   126.242   50  5.7 2000041040335
2000 (043) 02 12 16 29 20.2   -6.573   155.009   33  5.6 2000043162920
2000 (044) 02 13 18 19 42.3    5.694   127.068  141  5.8 2000044181942
2000 (046) 02 15 02 05 00.5   17.675   145.401  521  5.9 2000046020500
2000 (057) 02 26 08 18 37.6   37.304    44.760   33  4.6 2000057081837
2000 (063) 03 03 22 09 13.7   -7.321   128.491  141  6.4 2000063220913
2000 (063) 03 03 22 22 40.7   -6.817   143.807   10  6.3 2000063222240
2000 (074) 03 14 06 06 13.7   -6.095   104.220   33  5.0 2000074060613
2000 (082) 03 22 07 02 28.3  -12.194    65.769   10  5.1 2000082070228
2000 (088) 03 28 11 00 22.5   22.338   143.730  126  6.8 2000088110022
2000 (094) 04 03 08 55 00.1    0.267   122.051  187  5.6 2000094085500
2000 (094) 04 03 15 20 01.9    4.081   125.610  150  5.9 2000094152001
2000 (096) 04 05 09 33 42.5   -6.056   130.711  118  5.7 2000096093342
2000 (098) 04 07 19 08 27.8  -18.045    65.517   10  5.5 2000098190827
2000 (104) 04 13 20 54 14.0   10.301   126.523   33  5.6 2000104205414
2000 (112) 04 21 04 35 17.6   51.422  -178.137   33  6.0 2000112043517
2000 (121) 04 30 21 08 35.8   -3.986   146.556   10  5.3 2000121210835
2000 (123) 05 02 15 03 36.7   17.439   147.516   55  5.8 2000123150336
2000 (125) 05 04 04 21 16.2   -1.105   123.573   26  6.7 2000125042116
2000 (129) 05 08 10 28 25.2   -4.457   150.004  502  5.7 2000129102825
2000 (135) 05 14 20 08 34.3   -4.296   123.164   33  5.9 2000135200834
2000 (155) 06 03 03 54 45.6   51.923   158.932   76  5.7 2000155035445
2000 (155) 06 03 20 02 00.0   -4.319   102.137   83  5.0 2000155200200
2000 (156) 06 04 16 28 26.1   -4.721   102.087   33  6.8 2000156162826
2000 (156) 06 04 16 39 45.6   -4.646   102.102   33  6.7 2000156163945
2000 (156) 06 04 17 30 59.4   -5.634   102.960   33  5.1 2000156173059
2000 (156) 06 04 17 38 03.0   -5.291   102.693   33  5.1 2000156173803
2000 (156) 06 04 18 03 10.3   -4.963   102.099   33  5.0 2000156180310
2000 (156) 06 04 19 31 18.9   -5.157   102.580   33  5.1 2000156193118
2000 (156) 06 04 20 12 26.1   -4.526   102.033   33  5.1 2000156201226
2000 (156) 06 04 20 14 01.0   -4.588   101.873   33  5.0 2000156201401
2000 (156) 06 04 21 53 37.5   -4.821   102.184   33  5.0 2000156215337
2000 (156) 06 04 22 30 50.7   -4.801   102.090   33  5.4 2000156223050
2000 (157) 06 05 00 47 42.5   -4.875   102.700   33  5.1 2000157004742
2000 (157) 06 05 02 22 58.0   -4.983   102.308   33  5.1 2000157022258
2000 (157) 06 05 02 46 19.7   -4.544   102.338   33  5.1 2000157024619
2000 (157) 06 05 03 00 26.9   -5.605   102.886   33  5.5 2000157030026
2000 (157) 06 05 03 23 29.9   -4.532   102.421   33  5.0 2000157032329
2000 (157) 06 05 03 59 08.9   -4.463   102.136   33  5.0 2000157035908
2000 (157) 06 05 04 53 04.8   -4.407   102.248   33  5.3 2000157045304
2000 (157) 06 05 06 34 11.8   -4.909   102.656   33  5.4 2000157063411
2000 (157) 06 05 07 15 19.4   -4.463   102.135   33  5.1 2000157071519
2000 (157) 06 05 09 17 36.9   -4.343   102.232   33  5.2 2000157091736
2000 (157) 06 05 09 46 11.2   -4.423   102.318   33  5.0 2000157094611
2000 (157) 06 05 10 53 51.8   -4.392   102.329   33  5.1 2000157105351
2000 (157) 06 05 23 55 42.9   -4.141   102.011   33  5.5 2000157235542
2000 (158) 06 06 02 41 49.7   40.693    32.992   10  5.5 2000158024149
2000 (158) 06 06 05 31 23.5   -5.001   102.695   33  5.4 2000158053123
2000 (158) 06 06 09 58 06.7   -5.093   102.699   33  5.8 2000158095806
2000 (158) 06 06 14 57 02.2   29.424   131.421   33  5.8 2000158145702
2000 (159) 06 07 23 45 26.6   -4.612   101.905   33  6.1 2000159234526
2000 (160) 06 08 00 08 55.8   -4.505   101.902   33  5.0 2000160000855
2000 (160) 06 08 00 11 09.2   -4.649   101.985   33  5.1 2000160001109
2000 (160) 06 08 12 59 57.1   -4.354   102.187   33  5.1 2000160125957
2000 (161) 06 09 01 27 15.1   -5.071   152.495   33  5.4 2000161012715
2000 (161) 06 09 04 21 02.6   -5.519   102.827   33  5.2 2000161042102
2000 (161) 06 09 05 35 50.5   -5.330   102.754   33  5.4 2000161053550
2000 (161) 06 09 06 27 26.3   -5.365   102.762   33  5.2 2000161062726
2000 (161) 06 09 08 00 24.1   -5.549   102.679   33  5.8 2000161080024
2000 (161) 06 09 08 24 45.0   -5.597   102.667   33  5.0 2000161082445
2000 (161) 06 09 08 41 59.7  -11.301   162.062   33  5.1 2000161084159
2000 (161) 06 09 23 31 45.2   30.491   137.730  485  5.9 2000161233145
2000 (162) 06 10 13 59 22.0   -4.928   102.229   33  5.1 2000162135922
2000 (162) 06 10 18 23 29.3   23.843   121.225   33  6.2 2000162182329
2000 (163) 06 11 09 25 55.8   -5.543   101.491   33  5.1 2000163092555
2000 (163) 06 11 11 55 12.3  -50.579   139.550   10  5.9 2000163115512
2000 (166) 06 14 01 44 28.7   17.315   120.200   63  5.5 2000166014428
2000 (166) 06 14 17 00 48.3    4.542   127.722   89  6.1 2000166170048
2000 (169) 06 17 15 40 41.7   63.966   -20.487   10  5.7 2000169154041
2000 (169) 06 17 15 42 52.6   63.965   -20.633   10  5.7 2000169154252
2000 (170) 06 18 14 44 13.3  -13.802    97.453   10  6.8 2000170144413
2000 (170) 06 18 15 05 31.9  -13.645    97.203   10  5.4 2000170150531
2000 (171) 06 19 01 49 35.1   -4.958   102.683   33  5.2 2000171014935
2000 (171) 06 19 01 59 34.2   16.967   120.408   33  5.6 2000171015934
2000 (171) 06 19 09 34 57.0   14.011   120.532  115  5.7 2000171093457
2000 (172) 06 20 11 34 00.0  -14.104    97.577   10  5.6 2000172113400
2000 (173) 06 21 00 51 46.8   63.980   -20.758   10  6.1 2000173005146
2000 (173) 06 21 16 25 06.3   14.112   144.962  112  5.7 2000173162506
2000 (177) 06 25 06 34 42.8   31.183   131.206   10  5.8 2000177063442
2000 (183) 07 01 07 01 55.5   34.221   139.131   10  6.0 2000183070155
2000 (190) 07 08 04 52 55.4   -5.408   102.700   33  5.7 2000190045255
2000 (192) 07 10 09 58 18.9   46.828   145.422  359  6.1 2000192095818
2000 (192) 07 10 10 39 39.0   -4.473   103.758  104  5.8 2000192103939
2000 (194) 07 12 01 10 42.6   -6.675   106.845   33  5.2 2000194011042
